attribution,collection,documentation-url,endpoint,licence,organisation,pipelines,entry-date,start-date,end-date
,developer-contributions,https://www.adur-worthing.gov.uk/planning-policy/adur/adur-developer-contributions/developer-contributions-data-adur/,ceab451289dbca5d078da2e7aafeef58392d5dc410d718e086859fa41a6d8810,,local-authority-eng:ADU,developer-agreement-contribution,2020-12-21,,
,developer-contributions,https://www.ambervalley.gov.uk/planningobligations,04cf69f42d47bce5a9756d6df0ff91a2a692f6eb54fb4da42c46df6ae6574b91,,local-authority-eng:AMB,developer-agreement-contribution,2021-01-11,,
,developer-contributions,https://www.ashford.gov.uk/planning-and-development/planning-policy/developer-contributions/,33f348d97537b507f6b606c8de2adb8fc5a93f2864aa272ba687df723b09b532,,local-authority-eng:ASF,developer-agreement-contribution,2020-12-22,,
,developer-contributions,https://www.bolton.gov.uk/planning-policy-strategy/developer-contributions/1,605168f4c230cf457c55a953540aab1e4537bbcd1b97094f811ce345a5479807,,local-authority-eng:BOL,developer-agreement-contribution,2020-12-23,,
,developer-contributions,,cbbd6e49bad34c453957aa803a235eb657a79397b0845aa7b383ea4ac2fbf092,,local-authority-eng:BOT,developer-agreement-contribution,2020-12-22,,
,developer-contributions,https://www.braintree.gov.uk/homepage/185/developer-agreement-transactions,9ef56ec1d69b833696cf01772f596dae6ffde5e510c0980988b2b7180a4a4735,,local-authority-eng:BRA,developer-agreement-contribution,2021-01-04,,
,developer-contributions,https://www.broxbourne.gov.uk/ifs,9afe15840237f1b985ff722088913e650834d2827f6b0119422f0242da53be5f,,local-authority-eng:BRX,developer-agreement-contribution,2020-12-22,,
,developer-contributions,https://www.charnwood.gov.uk/pages/106_agreements,6c56f27c240da02d6bf0449bbd4c8f71163fe60be0ebacefbd2e5480a899aa48,,local-authority-eng:CHA,developer-agreement-contribution,2020-12-23,,
,developer-contributions,https://www.cheltenham.gov.uk/developer-agreement-contribution,871a30878a9f39e64c8f27a2d6eb63b1445122df929388235dc6ad773fc87778,,local-authority-eng:CHT,developer-agreement-contribution,2021-01-04,,
,developer-contributions,https://cumbria.gov.uk/planning-environment/ifs.asp,67f61203894882a61ed0df22dc6bb5867051d82111b3cd2f907d7f702cbdf0fe,,local-authority-eng:CMA,developer-agreement-contribution,2021-01-04,,
,developer-contributions,https://www.colchester.gov.uk/info/cbc-article/?catid=planning-fees-and-charges&id=KA-01210,819b2ef6fabea4142cbd05d7e5449a404ca6a5a8258cec711a4a8354f6a51a0a,,local-authority-eng:COL,developer-agreement-contribution,2020-12-16,,
,developer-contributions,https://www.copeland.gov.uk/content/monitoring,0c7824da797b9562120d05fcca7eaa9135d82813e1494d0d51f51e5680b6ba9d,,local-authority-eng:COP,developer-agreement-contribution,2020-12-18,,
,developer-contributions,https://www.eastherts.gov.uk/about-east-herts-0/east-herts-annual-infrastructure-funding-statements,fa1741152bf57edffcec7fe60c60be95450df6d95cfc71696609617e2015a18b,,local-authority-eng:EHE,developer-agreement-contribution,2020-12-16,,
,developer-contributions,https://epsom-ewell.gov.uk/residents/planning/planning-policy/community-infrastructure-levy-cil-guidance/annual-report,e08f600e90eb62a72fe50b79d49681b2d64a966df97fc77dc6c20a8a8a09f43e,,local-authority-eng:EPS,developer-agreement-contribution,2021-01-11,,
,developer-contributions,https://www.erewash.gov.uk/planning-policy/infrastructure-funding-statement.html?highlight=WyJpbmZyYXN0cnVjdHVyZSJd,e771020a1b6988d816e809cee11bc8a8bc46a31d7c74640340f67d64d4dc7d40,,local-authority-eng:ERE,developer-agreement-contribution,2020-12-22,,
,developer-contributions,,dada07835331757552efca96881859b4c5159c89fe44837b6185da761d80e54f,,local-authority-eng:ERY,developer-agreement-contribution,2021-01-04,,
,developer-contributions,http://www.eaststaffsbc.gov.uk/planning/planning-policy/infrastructure-funding-statement,5a43596efd483ce830f6e8fc9b40645f7e3829b8c829ea5d4d4bf96a4bb73088,,local-authority-eng:EST,developer-agreement-contribution,2020-12-22,,
,developer-contributions,https://www.gateshead.gov.uk/developer-agreement-contribution,ac85cd6749b8dec9b8be4ec6cf88ae721abeea9089c0f72fb50f8809dfc80050,,local-authority-eng:GAT,developer-agreement-contribution,2020-12-17,,
,developer-contributions,https://www.gloucester.gov.uk/planning-development/developer-contributions/,266f6a4303ca00862996537c60e84e91f85928a1dd5be53a17e20c369da37303,,local-authority-eng:GLO,developer-agreement-contribution,2021-01-04,,
,developer-contributions,https://www.gosport.gov.uk/article/1953/Infrastructure-Funding-Statement-IFS-and-Developer-Contributions,b95d4641513f0b999d42de4eeefce08fcbe7d0ddc4d5970c7a9e8aa330ecf15a,,local-authority-eng:GOS,developer-agreement-contribution,2020-12-29,,
,developer-contributions,https://www3.halton.gov.uk/Pages/planning/Registers.aspx,b4a9ea1d51cabb43df3b2597cf9b403e66a7711a69743420c1c75c0302b72007,,local-authority-eng:HAL,developer-agreement-contribution,2020-12-22,,
,developer-contributions,https://www.hounslow.gov.uk/info/20010/planning_and_building/1094/community_infrastructure_levy/4,f72c927f7cc0a10adfe5d44facd25c31025403dc46b9e55815e67c26957a60e0,,local-authority-eng:HNS,developer-agreement-contribution,2020-12-22,,
,developer-contributions,https://www.eastherts.gov.uk/about-east-herts-0/east-herts-annual-infrastructure-funding-statements,96b7450b1f36e003fe640407e12ff8818015401412c3ec0bddcdba7afb369896,,local-authority-eng:HRT,developer-agreement-contribution,2021-01-04,,
,developer-contributions,,ab5f9891cd4f8fdb4b5a70b17c6b5134d5a5de750f751f039de1000a2931cb95,,local-authority-eng:IOW,developer-agreement-contribution,2021-01-04,,
,developer-contributions,https://www.islington.gov.uk/planning/planning-policy/planning-obligations-and-community-infrastructure-levy/spending-developer-contributions,9c3bc807103396ac8676859a0ef89768e8f67ee4a677da0693333571e1c50f4c,,local-authority-eng:ISL,developer-agreement-contribution,2020-12-24,,
,developer-contributions,https://www.newark-sherwooddc.gov.uk/business/infrastructuretosupportgrowth/,67d437af3185d71185cb7693beff108ebc6feea2f91df5feb616f87ace9a429e,,local-authority-eng:NEA,developer-agreement-contribution,2020-12-23,,
,developer-contributions,https://www.newark-sherwooddc.gov.uk/business/infrastructuretosupportgrowth/,80ba52142432123215915ed80bbee5b568de768a92ef8f7b97fe872a57fa6c5f,,local-authority-eng:NEA,developer-agreement-contribution,2020-12-23,,
,developer-contributions,https://www.norfolk.gov.uk/rubbish-recycling-and-planning/planning-applications/planning-obligations,ea080017f5b7e966e610a093053208abc19117506eca678fd3532938502e519d,,local-authority-eng:NFK,developer-agreement-contribution,2020-12-16,,
,developer-contributions,https://www.northlincs.gov.uk/planning-and-environment/section-106-obligations/,8e78089325ae9aa83ac898bdac70b13f48c3867b3d310af4a9016b29c70c8c35,,local-authority-eng:NLN,developer-agreement-contribution,2020-12-22,,
,developer-contributions,https://my.northtyneside.gov.uk/category/1140/monitoring-reports,1b78db1c1f91b863efc393197395697a831ae6fe7c3e0050a004e12e38d57fcc,,local-authority-eng:NTY,developer-agreement-contribution,2021-01-04,,
,developer-contributions,https://www.sevenoaks.gov.uk/downloads/download/824/developer_contributions,3a04a41d701d43fd88fa3bb2851a3715d68e395ff9da1819b210704df2f10f6b,,local-authority-eng:SEV,developer-agreement-contribution,2021-01-12,,
,developer-contributions,https://southhams.gov.uk/developer-contribution,5bd3fe053af0d46c804498e2938e16786d65935044797ce394a03aa93bc3188f,,local-authority-eng:SHA,developer-agreement-contribution,2020-12-18,,
,developer-contributions,https://www.southlakeland.gov.uk/planning-and-building/south-lakeland-local-plan/infrastructure-funding-statement-ifs-community-infrastructure-levy-cil-and-infrastructure-delivery-plan-idp/,ee9944f8f80e2eb0bc662cdabd825e4e4db64a5416112c6e442f23f12263b341,,local-authority-eng:SLA,developer-agreement-contribution,2020-12-23,,
,developer-contributions,https://www.salford.gov.uk/planning-building-and-regeneration/planning-applications/planning-obligations-and-community-infrastructure-levy/planning-obligations-infrastructure-funding-statement/,ea306a1820af9ac94bbf75ae6de68a40a8446d1c1988a8ff2f4956dda6080196,,local-authority-eng:SLF,developer-agreement-contribution,2020-12-22,,
,developer-contributions,https://www.sunderland.gov.uk/planning-obligations,3c6e01bbf35f5618601873d4025c1d3abae976b24dd58bd41611feea56f7d84e,,local-authority-eng:SND,developer-agreement-contribution,2020-12-18,,
,developer-contributions,https://www.southnorthants.gov.uk/info/174/community-infrastructure-levy-cil/424/cil-spending-and-s106-agreements/3,450f93f25887ed07df4f266fd5c6c4c910d84ff6a0d37e71aa7edfe297c4dffe,,local-authority-eng:SNR,developer-agreement-contribution,2020-12-22,,
,developer-contributions,https://minutes.tewkesbury.gov.uk/ieDecisionDetails.aspx?Id=4016,f5fc273210dfd5dc13e851eddc2f07d7b3cc57239c701cb872d4580d1c3c5b05,,local-authority-eng:TEW,developer-agreement-contribution,2021-01-04,,
,developer-contributions,,03b4b9c71aff16af723080addffa2c63812efe2dc0a0d28772c8e87bcec1db22,,local-authority-eng:TON,developer-agreement-contribution,2020-12-16,,
,developer-contributions,,1e35b6daadcfaf1a2a40d68b19c18ba92c8ced6ad0e9bdfb3c378fc1c156b9f2,,local-authority-eng:TON,developer-agreement-contribution,2021-01-04,,
,developer-contributions,https://westdevon.gov.uk/developer-contributions,697dbfe28573767f45aeb099d7babe91561e95353609c8a18ab855fbd0dc96f5,,local-authority-eng:WDE,developer-agreement-contribution,2020-12-18,,
,developer-contributions,https://www.wiltshire.gov.uk/article/2435/Community-Infrastructure-Levy,914e84dd87312abf478d67da171e8dc5c8e6946ce7ad0d32737dab75f5530698,,local-authority-eng:WIL,developer-agreement-contribution,2021-01-04,,
,developer-contributions,https://www.adur-worthing.gov.uk/planning-policy/worthing/worthing-developer-contributions/developer-contributions-data-worthing/,acc64c0dfd7cb892710745cc128c5a52c05c5219274baf6fc04c615caa343203,,local-authority-eng:WOT,developer-agreement-contribution,2020-12-21,,
,developer-contributions,https://www.broads-authority.gov.uk/planning/other-planning-issues/developer-contributions,86b8b9fb695025941a7f16e9db7c35b5573345460b92d95383d537ad14470ccd,,national-park-authority:Q4972284,developer-agreement-contribution,2020-10-02,,
,developer-contributions,https://www.newforestnpa.gov.uk/planning/infrastructure-funding-statements/,fac58beef7997f7697044f4ad77e922092c43182bb6fe746631785e760d452cd,,national-park-authority:Q72617158,developer-agreement-contribution,2020-12-18,,
